,Date,Link,Newspaper Name,Corrected_Date,Headline_Keywords,Body_Keywords
247,31-Mar-20,https://www.washingtonpost.com/opinions/irresponsible-decisions-like-jerry-falwell-jrs-put-untold-numbers-of-people-at-risk/2020/03/30/1f98d752-72bf-11ea-a9bd-9f8b593300d0_story.html,The Washington Post,3/31/2020,"['Jr.', 'numbers', 'Falwell', 'people', 'Jerry', 'risk', 'decisions']","['students', 'college', 'studies', 'Tabernacle', 'numbers', 'student', 'Life', 'Church', 'Falwell', 'life', 'Liberty', 'Lynchburg', 'covid-19', 'University']"
248,31-Mar-20,https://www.washingtonpost.com/opinions/saving-lives-in-the-pandemic-will-also-save-the-economy-in-the-long-run/2020/03/30/dffc211c-72c3-11ea-a9bd-9f8b593300d0_story.html,The Washington Post,3/31/2020,"['pandemic', 'economy', 'run']","['Trump', 'health', 'economy', 'lives', 'trade', 'distancing', 'University', 'Sergio', 'closures', 'Economic', 'economists', 'U.S.', 'cities', 'Reserve']"
249,31-Mar-20,https://www.washingtonpost.com/business/on-small-business/feds-bullard-says-us-can-well-afford-trillions-in-relief-debt/2020/03/30/5ea8e642-7299-11ea-ad9b-254ec99993bc_story.html,The Washington Post,3/31/2020,"['Fed', 'Bullard', 'U.S.', 'Afford', 'Trillions', 'Relief', 'Debt']","['workers', '%', 'rates', 'economy', 'shutdowns', 'Bullard', 'dollars', 'businesses', 'loans', 'St.', 'virus', 'Louis', 'debt', 'output']"
250,31-Mar-20,https://www.washingtonpost.com/business/the-6040-investment-portfolio-should-expand-its-borders/2020/03/30/071e25ac-726e-11ea-ad9b-254ec99993bc_story.html,The Washington Post,3/31/2020,"['Investment', 'Portfolio', 'Borders']","['%', 'U.S.', 'Index', 'investors', 'stocks', 'year', 'stock', 'Bloomberg', 'time', 'portfolios', 'home', 'earnings', 'equity', 'yields']"
251,31-Mar-20,https://www.washingtonpost.com/education/2020/03/31/understaffing-threatens-work-key-us-education-statistics-agency-experts-say/,The Washington Post,3/31/2020,"['education', 'statistics', 'agency', 'U.S.', 'work', 'experts']","['data', 'NCES', 'agency', 'education', 'Education', 'Statistics', 'school', 'staff', 'Survey', 'letter', 'National', 'Research', 'Bureau', 'commissioner']"
252,31-Mar-20,https://www.washingtonpost.com/business/dont-be-a-prudent-saver-when-theres-a-crisis-on/2020/03/30/00eb2c80-72db-11ea-ad9b-254ec99993bc_story.html,The Washington Post,3/31/2020,"['Prudent', 'Saver', 'Crisis']","['banks', 'China', 'Bank', '%', 'rates', 'lenders', 'rate', 'deposits', 'interest', 'ratio', 'Ltd.', 'lending', 'government', 'loan']"
253,31-Mar-20,https://www.washingtonpost.com/business/chinas-finance-world-opens-up-to-foreigners-sort-of/2020/03/30/373748b8-7264-11ea-ad9b-254ec99993bc_story.html,The Washington Post,3/31/2020,"['China', 'Finance', 'World', 'Foreigners']","['China', 'companies', 'U.S.', 'assets', 'bonds', 'market', 'banks', 'government', 'fund', 'investors', 'year', 'stock', 'firms', 'banking']"
254,31-Mar-20,https://www.washingtonpost.com/business/why-its-a-new-unlimited-world-for-central-banks/2020/03/30/bd5c8944-728c-11ea-ad9b-254ec99993bc_story.html,The Washington Post,3/31/2020,"['World', 'Banks']","['banks', 'Fed', 'pandemic', 'markets', 'lending', 'bank', 'companies', 'U.S.', 'system', 'interest', 'money', 'bond', 'rates', 'purchases']"
255,31-Mar-20,https://www.washingtonpost.com/politics/sanders-acknowledges-narrow-path-but-says-he-could-still-be-democratic-nominee/2020/03/31/1b5420f0-7343-11ea-85cb-8670579b863d_story.html,The Washington Post,3/31/2020,"['Sanders', 'path', 'nominee']","['Sanders', 'Biden', 'race', 'fight', 'Democratic', 'campaign', 'Clinton', 'Seth', 'delegates', 'wage', 'path', 'party', 'door', 'New']"
256,"April 1, 2020",https://www.washingtonpost.com/opinions/u-md-needs-to-refund-more-tuition-money-to-students/2020/03/31/e6f03b74-712a-11ea-a156-0048b62cdb51_story.html,The Washington Post,4/1/2020,"['U', 'Md', 'tuition', 'money', 'students']","['school', 'students', 'University', 'Maryland', 'money', 'Salisbury', 'scholarships', 'president', 'criminology', 'justice', 'U', 'Trump', 'relief', 'package']"
257,"April 1, 2020",https://www.washingtonpost.com/business/singapore-pops-a-potent-anti-viral-is-it-enough/2020/02/18/e14cb0ba-52aa-11ea-80ce-37a8d4266c09_story.html,The Washington Post,4/1/2020,"['Singapore', 'Potent', 'Anti']","['budget', 'Singapore', 'year', 'tax', 'government', 'Heng', '%', 'state', 'fund', 'health', 'deficit', 'increase', 'coronavirus', 'services']"
258,"April 1, 2020",https://www.washingtonpost.com/opinions/the-look-of-pandemic-is-in-everyones-eyes/2020/03/31/7e5aaad2-7390-11ea-a9bd-9f8b593300d0_story.html,The Washington Post,4/1/2020,"['look', 'pandemic', 'eyes']","['Trump', 'virus', 'time', 'home', 'death', 'people', 'leader', 'remarks', 'seconds', 'president', 'attention', 'son', 'block', 'fear']"
259,"April 1, 2020",https://www.washingtonpost.com/business/why-trump-and-california-may-face-off-over-fuel-rules/2020/03/31/bee003d0-739b-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['Trump', 'California', 'Auto', 'Rules']","['California', 'rules', 'cars', 'state', 'targets', '%', 'administration', 'standards', 'Trump', 'Obama', 'fuel', 'emissions', 'gas', 'vehicles']"
260,"April 1, 2020",https://www.washingtonpost.com/opinions/a-president-should-want-all-americans-to-vote-why-doesnt-trump/2020/03/31/2403fee0-7380-11ea-87da-77a8136c1a6d_story.html,The Washington Post,4/1/2020,"['president', 'Americans']","['voting', 'voter', 'Trump', 'Republican', 'Mr.', 'reforms', 'turnout', 'election', 'Americans', 'coronavirus', 'pandemic', 'registration', 'people', 'states']"
261,"April 1, 2020",https://www.washingtonpost.com/opinions/covid-19-is-going-to-do-to-businesses-what-it-has-done-to-people/2020/03/31/8d09abe0-7391-11ea-87da-77a8136c1a6d_story.html,The Washington Post,4/1/2020,"['Covid-19', 'businesses', 'people']","['businesses', 'people', 'lot', 'nation', 'retailers', 'lives', 'covid-19', 'pandemic', 'sales', 'workers', 'effort', 'world', 'income', 'Americans']"
262,"April 1, 2020",https://www.washingtonpost.com/business/why-trump-and-california-faced-off-over-auto-rules/2020/03/31/bee003d0-739b-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['Trump', 'California', 'Auto', 'Rules']","['California', 'rules', 'cars', 'state', 'targets', '%', 'administration', 'standards', 'Trump', 'Obama', 'fuel', 'emissions', 'gas', 'vehicles']"
263,"April 1, 2020",https://www.washingtonpost.com/business/on-small-business/china-is-using-more-coal-again-this-time-it-may-be-a-good-thing/2020/03/31/50f5d946-730d-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['China', 'Coal', 'Time', 'Thing']","['China', 'world', 'tons', 'country', 'coal', 'plants', '%', 'power', 'work', 'March', 'months', 'outbreak', 'lockdown', 'Group']"
264,"April 1, 2020",https://www.washingtonpost.com/business/which-bills-will-you-stop-paying-first/2020/03/31/f815a75a-739f-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,['Bills'],"['auto', 'cars', 'loans', 'securities', 'ABS', 'crisis', 'leases', 'way', 'payments', 'car', 'asset', 'financing', 'companies', 'borrowers']"
265,"April 1, 2020",https://www.washingtonpost.com/lifestyle/2020/04/01/biden-bernie-sanders-livestream-video-virtual-campaign/,The Washington Post,4/1/2020,"['Bernie', 'Biden', 'voters']","['Biden', 'Sanders', 'home', 'time', 'news', 'president', 'room', 'event', 'Joe', 'YouTube', 'cable', 'voters', 'lighting', 'professionals']"
266,"April 1, 2020",https://www.washingtonpost.com/world/asia_pacific/us-military-puts-korean-workers-on-unpaid-leave-as-talks-over-costs-continue/2020/04/01/30186308-73c9-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['workers', 'leave', 'talks', 'military', 'U.S.', 'costs']","['workers', 'Korea', 'South', 'U.S.', 'cost', 'Wednesday', 'employees', 'Abrams', 'deal', 'negotiations', 'agreement', 'coronavirus', 'House', 'leave']"
267,"April 1, 2020",https://www.washingtonpost.com/business/on-small-business/japan-lenders-tapping-fed-dollars-for-clients-bank-group-says/2020/03/31/f0e41e30-7363-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['Fed', 'Dollars', 'Tapping', 'Clients', 'Bank', 'Lenders', 'Japan']","['banks', 'dollar', 'Mike', 'funding', 'Japan', 'dollars', 'month', 'businesses', 'bank', 'Fed', 'yen', 'Inc.', 'MUFG', 'market']"
268,"April 1, 2020",https://www.washingtonpost.com/business/on-small-business/democrats-push-for-fed-to-have-sole-sway-over-municipal-rescue/2020/03/31/dada92e8-738d-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/1/2020,"['Sole', 'Sway', 'Municipal', 'Fed', 'Democrats', 'Rescue']","['Fed', 'debt', 'state', 'states', 'Federal', 'Powell', 'governments', 'Democrats', 'bank', 'Treasury', 'markets', 'revenue', 'tax', 'localities']"
269,"April 1, 2020",https://www.washingtonpost.com/opinions/2020/04/01/bidens-latest-message-is-preview-what-is-come/,The Washington Post,4/1/2020,"['Joe', 'Biden', 'message', 'preview']","['Biden', 'campaign', 'health', 'Trump', 'Democrats', 'pandemic', 'election', 'care', 'team', 'people', 'Americans', 'time', 'events', 'millions']"
270,"April 1, 2020",https://www.washingtonpost.com/local/sterling-matthews-coronavirus-victim/2020/04/01/577a1a46-7436-11ea-87da-77a8136c1a6d_story.html,The Washington Post,4/1/2020,"['pneumonia', 'diagnosis', 'days', 'hospital', 'covid-19']","['Matthews', 'son', 'wife', 'Alice', 'Army', 'people', 'Church', 'Richmond', 'assistant', 'boys', 'fraternity', 'St.', 'Jammal', 'parents']"
271,"April 2, 2020",https://www.washingtonpost.com/opinions/2020/04/01/what-trump-can-learn-real-wartime-presidents/,The Washington Post,4/2/2020,"['Trump', 'presidents']","['war', 'War', 'Americans', 'president', 'Congress', 'U.S.', 'crisis', 'Lincoln', 'missiles', 'Cuba', 'mistakes', 'Vietnam', 'public', 'Madison']"
272,"April 2, 2020",https://www.washingtonpost.com/business/britain-is-going-on-a-massive-debt-spree/2020/04/01/5c9777ca-7400-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/2/2020,"['Britain', 'Debt', 'Spree']","['market', 'BOE', 'debt', 'pounds', 'markets', 'bond', 'April', 'Treasury', 'Bloomberg', 'issuance', 'bank', 'government', 'DMO', 'demand']"
273,"April 2, 2020",https://www.washingtonpost.com/business/the-financial-markets-stress-is-all-about-the-dollar/2020/04/01/31850964-7421-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/2/2020,"['Financial', 'Market', 'Stress', 'Dollar']","['market', 'dollar', 'banks', 'liquidity', 'assets', 'Fed', 'companies', 'defaults', 'U.S.', 'demand', 'economy', 'bond', 'equities', 'Capital']"
274,"April 2, 2020",https://www.washingtonpost.com/business/energy/an-elegant-exit-strategy-for-covid-19-state-aid/2020/04/02/fecfc91e-74a7-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/2/2020,"['Post', 'Model', '-', 'Funds', 'Coronavirus', 'Giant', 'Future']","['wealth', 'state', 'governments', 'funds', 'companies', 'fund', 'aid', 'crisis', 'rescue', '%', 'assets', 'firms', 'equity', 'time']"
275,"April 2, 2020",https://www.washingtonpost.com/history/2020/04/02/everyone-wore-masks-during-1918-flu-pandemic-they-were-useless/,The Washington Post,4/2/2020,"['masks', 'flu', 'pandemic']","['masks', 'mask', 'man', 'police', 'Oakland', 'flu', 'pandemic', 'Barry', 'tobacco', 'Calif.', 'Los', 'city', 'movie', 'nose']"
276,"April 2, 2020",https://www.washingtonpost.com/business/scrambling-for-cash-cut-out-the-middle-man/2020/04/02/6169286a-74b0-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/2/2020,"['Cash', 'Man']","['share', 'rights', '%', 'shareholders', 'Plc', 'SSP', 'price', 'Group', 'company', 'offer', 'guidance', 'cash', 'measures', 'time']"
277,"April 2, 2020",https://www.washingtonpost.com/business/on-small-business/democrats-push-for-fed-to-decide-who-gets-municipal-rescue/2020/04/01/d6837326-741f-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/2/2020,"['Democrats', 'Fed', 'Rescue']","['state', 'Fed', 'debt', 'states', 'revenue', 'Federal', 'Powell', 'governments', 'market', 'Democrats', 'spending', 'bank', 'Treasury', 'markets']"
278,"April 3, 2020",https://www.washingtonpost.com/opinions/america-needs-empathetic-leadership-now-more-than-ever/2020/04/02/1f6935f2-750c-11ea-87da-77a8136c1a6d_story.html,The Washington Post,4/3/2020,"['failure', 'empathy', 'leadership']","['president', 'Trump', 'President', 'people', 'purpose', 'Bush', 'crisis', 'leadership', 'George', 'cause', 'economy', 'midst', 'bigotry', 'suffering']"
279,"April 3, 2020",https://www.washingtonpost.com/opinions/2020/04/02/crowdfunding-is-an-imperfect-weapon-against-pandemic/,The Washington Post,4/3/2020,"['weapon', 'pandemic']","['health', 'campaigns', 'covid-19', 'aid', 'GoFundMe', 'crisis', 'people', 'bullet', 'Band', 'activist', 'York', 'sites', 'country', 'food']"
280,"April 3, 2020",https://www.washingtonpost.com/opinions/2020/04/02/get-rid-political-party-conventions/,The Washington Post,4/3/2020,"['conventions', 'year']","['convention', 'party', 'conventions', 'Sen.', 'Gov.', 'Republicans', 'delegates', 'nomination', 'caucuses', 'Sanders', 'week', 'gathering', 'Biden', 'National']"
281,"April 3, 2020",https://www.washingtonpost.com/politics/as-virus-takes-hold-resistance-to-stay-at-home-orders-remains-widespread--exposing-political-and-social-rifts/2020/04/02/d87314e0-7436-11ea-85cb-8670579b863d_story.html,The Washington Post,4/3/2020,"['resistance', 'home', 'orders', 'hold', 'virus', 'rifts']","['order', 'state', 'governor', 'states', 'home', 'officials', 'health', 'time', 'week', 'business', 'cases', 'spread', 'York', 'DeSantis']"
282,"April 3, 2020",https://www.washingtonpost.com/business/coronabonds-could-save-europeor-sink-it/2020/04/02/61038366-74b0-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/3/2020,"['Coronabonds', 'Europe']","['states', 'bonds', 'euro', 'Hamilton', 'government', 'Europe', 'debt', 'Volcker', 'debts', 'tax', 'union', 'States', 'U.S.', 'European']"
283,"April 3, 2020",https://www.washingtonpost.com/business/on-small-business/feds-mester-says-unemployment-rate-in-us-could-reach-15percent/2020/04/02/e96ded0c-7520-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/3/2020,"['Unemployment', 'Rate', 'U.S.', 'Mester', 'Fed', '%']","['Fed', 'U.S.', 'Mester', 'Treasury', 'market', 'policy', 'facility', 'program', 'weeks', 'year', 'President', '%', 'crisis', 'economy']"
284,"April 4, 2020",https://www.washingtonpost.com/business/whats-being-done-to-limit-the-spread-of-the-china-virus/2020/02/03/bb6b0f64-4665-11ea-91ab-ce439aa5c7c1_story.html,The Washington Post,4/4/2020,"['Spread', 'China', 'Virus']","['China', 'people', 'health', 'U.S.', 'outbreak', 'person', 'Wuhan', 'quarantine', 'officials', 'virus', 'symptoms', 'cases', 'Jan.', 'workers']"
285,"April 4, 2020",https://www.washingtonpost.com/health/health-care-workers-deserve-hazard-pay-during-covid-19-pandemic/2020/04/03/6d552ea2-742f-11ea-a9bd-9f8b593300d0_story.html,The Washington Post,4/4/2020,"['hazard', 'workers', 'pay', 'care', 'covid-19', 'Health', 'pandemic']","['health', 'care', 'pay', 'hazard', 'masks', 'workers', 'lines', 'covid-19', 'risk', 'nurses', 'hospital', 'pandemic', 'PPE', 'CDC']"
286,"April 4, 2020",https://www.washingtonpost.com/opinions/as-a-doctor-i-am-willing-to-do-whatever-it-takes-to-defeat-this-virus-why-isnt-trump/2020/04/03/229ec4aa-75a5-11ea-85cb-8670579b863d_story.html,The Washington Post,4/4/2020,"['doctor', 'virus']","['patient', 'emergency', 'care', 'health', 'patients', 'department', 'physician', 'safety', 'encounter', 'mask', 'equipment', 'pandemic', 'insurance', 'coronavirus']"
287,"April 4, 2020",https://www.washingtonpost.com/politics/trump-organization-has-laid-off-about-1500-employees-as-pandemic-spreads/2020/04/03/c413e42e-75d6-11ea-ae50-7148009252e3_story.html,The Washington Post,4/4/2020,"['Trump', 'Organization', 'employees', 'business']","['Trump', 'county', 'Organization', 'County', 'hotel', 'properties', 'payment', 'company', 'Raymundo', 'Beach', 'email', 'department', 'Palm', 'golf']"
288,"April 4, 2020",https://www.washingtonpost.com/business/on-small-business/wells-fargo-other-lenders-miss-debut-of-rescue-for-small-firms/2020/04/03/2f13f2c2-760a-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/4/2020,"['Miss', 'Lenders', 'Debut', 'Fargo', 'Rescue', 'Wells', 'Firms']","['Friday', 'businesses', 'loans', 'SBA', 'applications', 'lenders', 'lender', 'business', 'Inc.', 'loan', 'program', 'guidance', 'banks', 'week']"
289,"April 5, 2020",https://www.washingtonpost.com/business/energy/oil-market-is-desperate-for-saudi-arabia-to-flatten-the-curve/2020/04/03/0b0cbb78-75d5-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/5/2020,"['Market', 'Saudi', 'Arabia', 'Oil', 'Curve']","['oil', 'barrels', 'Trump', 'demand', 'storage', 'Arabia', 'idea', 'day', 'Whiting', 'column', 'Saudi', 'Bloomberg', 'cuts', 'energy']"
290,"April 5, 2020",https://www.washingtonpost.com/politics/2020/04/05/this-is-what-was-so-unusual-about-us-navy-making-captain-brett-crozier-step-down/,The Washington Post,4/5/2020,"['Captain', 'Brett', 'Crozier', 'Navy', 'U.S.', 'step']","['Navy', 'Crozier', 'letter', 'command', 'people', 'leadership', 'case', 'ship', 'sailors', 'Secretary', 'readiness', 'commanders', 'U.S.', 'chain']"
291,"April 5, 2020",https://www.washingtonpost.com/opinions/the-jobless-statistics-should-guide-congress-and-the-president-on-the-next-phase-of-recovery/2020/04/05/dadfaeec-75c0-11ea-87da-77a8136c1a6d_story.html,The Washington Post,4/5/2020,"['Congress', 'president', 'phase', 'statistics', 'recovery']","['support', 'weeks', 'Pelosi', 'response', 'Friday', 'Congress', 'infrastructure', 'need', 'survey', 'Cares', 'percent', 'benefits', 'jobs', 'wages']"
292,"April 6, 2020",https://www.washingtonpost.com/business/on-small-business/bofa-prepares-for-deluge-of-small-business-loan-applications/2020/04/03/f1c5499e-7563-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/6/2020,"['Small', 'Deluge', 'Business', 'Prepares', 'Loan', 'BofA', 'Applications']","['businesses', 'applications', 'Thursday', 'program', 'bank', 'rate', 'government', 'Mnuchin', '%', 'U.S.', 'Treasury', 'interview', 'Moynihan', 'company']"
293,"April 6, 2020",https://www.washingtonpost.com/business/on-small-business/bank-of-america-ceo-says-half-a-million-customers-have-deferred-payments/2020/04/03/5c2fff32-75bd-11ea-ad9b-254ec99993bc_story.html,The Washington Post,4/6/2020,"['America', 'CEO', 'Customers', 'Bank', 'Payments']","['business', 'Friday', 'Bank', 'government', 'customers', 'America', 'Co.', 'clients', 'borrowers', 'Moynihan', 'funds', 'process', 'lender', 'applications']"
294,"April 6, 2020",https://www.washingtonpost.com/politics/2020/04/06/this-years-low-oil-prices-will-hurt-these-countries-most/,The Washington Post,4/6/2020,"['year', 'oil', 'prices', 'countries']","['oil', 'prices', 'countries', 'barrel', 'Arabia', 'price', 'Saudi', 'reserves', 'revenue', 'conditions', 'research', 'government', 'nations', 'governments']"
295,"April 6, 2020",https://www.washingtonpost.com/business/2020/04/06/energy-companies-foreign-payments/,The Washington Post,4/6/2020,"['Oil', 'mining', 'companies', 'law', 'Critics', 'SEC']","['rule', 'transparency', 'SEC', 'companies', 'U.S.', 'law', 'payments', 'laws', 'rules', 'oil', 'Zimbabwe', 'legislation', 'Canada', 'money']"
296,"April 7, 2020",https://www.washingtonpost.com/business/on-small-business/billions-in-stimulus-cash-who-gets-it-and-how-to-get-access/2020/04/06/2769835c-77e5-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['Billions', 'U.S.', 'Stimulus', 'Cash', 'Access']","['companies', 'payroll', 'tax', 'Benefit', 'taxes', 'government', 'business', 'credit', 'workers', 'businesses', 'IRS', 'Companies', 'loan', 'airlines']"
297,"April 7, 2020",https://www.washingtonpost.com/opinions/the-one-word-that-explains-why-trump-should-not-be-president/2020/04/06/0ae070cc-7828-11ea-b6ff-597f170df8f8_story.html,The Washington Post,4/7/2020,"['word', 'Trump', 'president']","['Trump', 'drug', 'hydroxychloroquine', 'patients', 'covid-19', 'Fauci', 'Sunday', 'time', 'evidence', 'Navarro', 'use', 'studies', 'Giuliani', 'science']"
298,"April 7, 2020",https://www.washingtonpost.com/business/on-small-business/next-stimulus-to-be-at-least-1-trillion-pelosi-tells-democrats/2020/04/06/9f1e61e2-784e-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['Pelosi', 'Stimulus', 'Round']","['crisis', 'House', 'Congress', 'Kildee', 'governments', 'Yellen', 'funds', 'Democrats', 'program', 'bill', 'Trump', 'banks', 'Federal', 'people']"
299,"April 7, 2020",https://www.washingtonpost.com/opinions/clarity-is-essential-amid-this-pandemic-yet-the-trump-administration-sends-mixed-messages/2020/04/06/e67280a2-782e-11ea-b6ff-597f170df8f8_story.html,The Washington Post,4/7/2020,"['Masks', 'masks', 'administration']","['people', 'Trump', 'Dr.', 'president', 'face', 'drug', 'Mr.', 'House', 'Pearl', 'White', 'Harbor', 'Fauci', 'Institute', 'mask']"
300,"April 7, 2020",https://www.washingtonpost.com/opinions/this-is-trumps-vilest-act-of-retribution-yet/2020/04/06/c685cb0a-781f-11ea-b6ff-597f170df8f8_story.html,The Washington Post,4/7/2020,"['Trump', 'act', 'retribution']","['Mr.', 'president', 'Trump', 'Atkinson', 'whistleblower', 'government', 'Congress', 'director', 'intelligence', 'job', 'complaint', '.', 'night', 'Aug.']"
301,"April 7, 2020",https://www.washingtonpost.com/opinions/the-us-cant-afford-to-be-left-out-of-an-opec-20/2020/04/06/ff627136-7823-11ea-b6ff-597f170df8f8_story.html,The Washington Post,4/7/2020,"['MBS', 'Putin', 'interest', 'U.S.', 'oil']","['oil', 'States', 'prices', 'U.S.', 'United', 'producers', 'Russia', 'Saudi', 'OPEC', 'production', 'gas', 'Putin', 'MBS', 'world']"
302,"April 7, 2020",https://www.washingtonpost.com/politics/bernie-sanderss-supporters-take-sides-over-whether-he-should-stay-in-the-race-or-consider-departing/2020/04/06/3c71be1c-7813-11ea-9bee-c5bf9d2e3288_story.html,The Washington Post,4/7/2020,"['Bernie', 'Sanders', 'supporters', 'sides', 'race']","['Sanders', 'campaign', 'Biden', 'state', 'allies', 'people', 'D', 'Monday', 'race', 'senator', 'person', 'Bernie', 'knowledge', 'activists']"
303,"April 7, 2020",https://www.washingtonpost.com/business/on-small-business/sba-computers-crash-in-fresh-blow-to-companies-seeking-virus-aid/2020/04/06/2d302d4a-7844-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['Fresh', 'Blow', 'Crash', 'Companies', 'Virus', 'Computers', 'SBA']","['SBA', 'lenders', 'loans', 'system', 'president', 'E', 'loan', 'Monday', 'Saturday', 'program', 'software', '-', 'workers', 'official']"
304,"April 7, 2020",https://www.washingtonpost.com/business/on-small-business/billions-in-us-stimulus-cash-who-gets-it-and-how-to-get-access/2020/04/06/2769835c-77e5-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['Billions', 'U.S.', 'Stimulus', 'Cash', 'Access']","['companies', 'payroll', 'tax', 'Benefit', 'taxes', 'government', 'business', 'credit', 'workers', 'businesses', 'IRS', 'Companies', 'loan', 'airlines']"
305,"April 7, 2020",https://www.washingtonpost.com/business/2020/04/06/3m-will-import-masks-china-us-resolve-dispute-with-trump-administration/,The Washington Post,4/7/2020,"['U.S.', 'China', 'dispute', 'masks', 'Trump', 'M', 'administration']","['M', 'masks', 'Trump', 'U.S.', 'company', 'China', 'month', 'administration', 'health', 'order', 'care', 'Monday', 'months', 'Canada']"
306,"April 7, 2020",https://www.washingtonpost.com/business/2020/04/06/boeing-closure-south-carolina/,The Washington Post,4/7/2020,"['production', 'facilities', 'S.C.']","['company', 'state', 'health', 'production', 'operations', 'aerospace', 'spread', 'virus', 'airlines', 'employees', 'actions', 'shutdown', 'orders', 'program']"
307,"April 7, 2020",https://www.washingtonpost.com/business/why-airlines-dont-want-to-refund-your-flight-tickets/2020/04/06/14525cb8-77f3-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['Airlines', 'Flight', 'Tickets']","['customers', 'money', 'cash', 'travel', 'governments', 'companies', 'advance', 'customer', 'voucher', 'Carnival', 'vouchers', 'businesses', 'credit', 'company']"
308,"April 7, 2020",https://www.washingtonpost.com/outlook/2020/04/07/coronavirus-ventilators-respiratory-therapists/,The Washington Post,4/7/2020,"['therapists', 'patients', 'ventilators']","['patients', 'therapist', 'ventilators', 'patient', 'therapists', 'breathing', 'hospitals', 'ventilator', 'workers', 'covid-19', 'equipment', 'room', 'secretions', 'care']"
309,"April 7, 2020",https://www.washingtonpost.com/world/japan-opts-for-emergency-but-no-lockdown--keeping-its-eye-on-economy/2020/04/07/16145058-78a5-11ea-a311-adb1344719a9_story.html,The Washington Post,4/7/2020,"['emergency', 'lockdown', 'eye', 'Japan', 'economy']","['Japan', 'virus', 'Abe', 'infections', 'people', 'government', 'sort', 'Tokyo', 'lack', 'care', 'contact', 'panel', 'capital', 'policies']"
310,"April 7, 2020",https://www.washingtonpost.com/news/politics/wp/2020/04/07/trump-removes-inspector-general-who-was-to-oversee-2-trillion-stimulus-spending/,The Washington Post,4/7/2020,"['inspector', 'general', 'stimulus', 'Trump', 'spending']","['inspector', 'general', 'Trump', 'president', 'Fine', 'Congress', 'Department', 'Obama', 'oversight', 'House', 'abuse', 'law', 'Brian', 'removal']"
311,"April 7, 2020",https://www.washingtonpost.com/opinions/2020/04/07/wisconsin-shows-fragility-democracy/,The Washington Post,4/7/2020,"['Wisconsin', 'fragility', 'democracy']","['voters', 'elections', 'Court', 'election', 'voting', 'ballots', 'deadline', 'court', 'absentee', 'decision', 'democracy', 'results', 'Wisconsin', 'April']"
312,"April 7, 2020",https://www.washingtonpost.com/national-security/navy-leader-faces-political-heat-and-calls-for-his-resignation-over-handling-of-virus-stricken-aircraft-carrier/2020/04/07/ff072bd2-78dc-11ea-8cec-530b4044a458_story.html,The Washington Post,4/7/2020,"['resignation', 'calls', 'handling', 'heat', 'virus', 'leader', 'aircraft']","['Navy', 'Crozier', 'crew', 'service', 'ship', 'carrier', 'sailors', 'Trump', 'captain', 'covid-19', 'Modly', 'decision', 'leadership', 'letter']"
313,"April 8, 2020",https://www.washingtonpost.com/outlook/2020/04/07/hospitals-are-censoring-doctors-theyre-endangering-rest-us/,The Washington Post,4/8/2020,"['Hospitals', 'doctors', 'rest']","['media', 'news', 'physicians', 'Lin', 'hospital', 'care', 'crisis', 'pandemic', 'physician', 'emergency', 'clinicians', 'health', 'CNN', 'employer']"
314,"April 8, 2020",https://www.washingtonpost.com/world/europe/meet-dominic-raab-the-man-standing-in-for-boris-johnson/2020/04/07/75681898-7885-11ea-a311-adb1344719a9_story.html,The Washington Post,4/8/2020,"['Raab', 'man', 'Boris', 'Dominic', 'Johnson']","['Raab', 'Britain', 'Johnson', 'minister', 'decisions', 'Brexit', 'Fielding', 'politician', 'prime', 'secretary', 'leadership', 'Dominic', 'restrictions', 'Boris']"
315,"April 8, 2020",https://www.washingtonpost.com/opinions/2020/04/07/damage-done-by-democrats-delay-relief-bill/,The Washington Post,4/8/2020,"['Democrats', 'delay', 'relief', 'damage', 'bill']","['unemployment', 'businesses', 'bill', 'week', 'workers', 'loans', 'program', 'virus', 'economy', 'Democrats', 'lockdown', 'Paycheck', 'months', 'resurgence']"
