,Date,Link,Newspaper Name,Corrected_Date,Headline_Keywords,Body_Keywords
128,17-Mar-20,https://www.washingtonpost.com/business/how-short-sellers-become-targets-during-market-routs/2020/03/17/69dfc5b8-6843-11ea-b199-3a9799c54512_story.html,The Washington Post,3/17/2020,"['Sellers', 'Targets', 'Market', 'Routs']","['selling', 'market', 'shares', 'stock', 'regulator', 'sellers', 'markets', 'accounting', 'March', 'practice', 'China', 'investors', 'index', 'funds']"
129,17-Mar-20,https://www.washingtonpost.com/outlook/2020/03/17/masks-might-not-help-tossing-salt-over-shoulder-sure-people-want-believe/,The Washington Post,3/17/2020,"['Masks', 'salt', 'shoulder', 'people']","['people', 'percent', 'behaviors', 'paper', 'ways', 'sense', 'time', 'control', 'Israelis', 'masks', 'team', 'participants', 'thinking', 'Ebola']"
130,18-Mar-20,https://www.washingtonpost.com/opinions/trump-and-congress-are-moving-in-the-right-direction-to-save-the-economy/2020/03/17/ba7c9252-6858-11ea-abef-020f086a3fab_story.html,The Washington Post,3/18/2020,"['Trump', 'Congress', 'direction', 'economy']","['scale', 'aid', 'economy', 'relief', 'assistance', 'plan', 'Trump', 'budget', 'tax', 'concerns', 'States', 'basis', 'recovery', 'capital']"
131,18-Mar-20,https://www.washingtonpost.com/opinions/embracing-the-grace-of-covid-19/2020/03/17/a50446ee-688b-11ea-9923-57073adce27c_story.html,The Washington Post,3/18/2020,"['grace', 'covid-19']","['time', 'children', 'Hanke', 'people', 'Zoom', 'life', 'Sunday', 'years', 'pews', 'movies', 'room', 'worship', 'service', 'virus']"
132,18-Mar-20,https://www.washingtonpost.com/business/2020/03/17/boeing-asks-at-least-60-billion-trump-expresses-support-bailout/,The Washington Post,3/18/2020,"['Boeing', 'aerospace', 'manufacturing', 'industry']","['Boeing', 'company', 'year', 'jet', 'crashes', 'percent', 'Administration', 'loan', 'pandemic', 'aviation', 'traffic', 'president', 'access', 'problems']"
133,18-Mar-20,https://www.washingtonpost.com/opinions/2020/03/17/its-over-biden-is-presumptive-nominee/,The Washington Post,3/18/2020,"['Biden', 'nominee']","['Biden', 'Sanders', 'percent', 'primary', 'party', 'delegates', 'president', 'Florida', 'supporters', 'voters', 'Illinois', 'debates', 'college', 'Tuesday']"
134,18-Mar-20,https://www.washingtonpost.com/politics/illinois-rep-lipinski-trails-insurgent-in-high-profile-democratic-primary-rematch/2020/03/17/6be4fdae-6863-11ea-9923-57073adce27c_story.html,The Washington Post,3/18/2020,"['Marie', 'Lipinski', 'Newman', 'Rep.', 'profile', 'Illinois', 'rematch']","['Newman', 'Lipinski', 'D', 'support', 'Democrats', 'Chicago', 'district', 'House', 'List', 'election', 'Congress', 'abortion', 'race', 'Congressional']"
135,18-Mar-20,https://www.washingtonpost.com/business/huawei-bonds-outshine-alibaba-tencent-in-downturn/2020/03/17/26dfa886-68a3-11ea-b199-3a9799c54512_story.html,The Washington Post,3/18/2020,"['Outshine', 'Alibaba', 'Tencent', 'Bonds', 'Huawei', 'Downturn']","['Huawei', 'China', 'investors', 'bonds', 'Alibaba', 'term', 'U.S.', '%', 'company', 'Tencent', 'equipment', 'debt', 'consumer', 'communications']"
136,18-Mar-20,https://www.washingtonpost.com/politics/2020/03/18/feds-using-all-its-emergency-tools-prevent-economic-disaster-here-are-4-things-know/,The Washington Post,3/18/2020,"['Fed', 'emergency', 'tools', 'disaster', 'things']","['Fed', 'swap', 'markets', 'economy', 'lines', 'U.S.', 'dollars', 'Bank', 'currency', 'bank', 'pandemic', 'crisis', 'emergency', 'Reserve']"
137,18-Mar-20,https://www.washingtonpost.com/business/hsbc-falls-into-a-safe-pair-of-hands-at-last/2020/03/18/2a2cabb4-68f4-11ea-b199-3a9799c54512_story.html,The Washington Post,3/18/2020,"['HSBC', 'Pair', 'Hands']","['HSBC', 'Quinn', 'bank', 'years', 'Tucker', 'role', 'CEO', 'Flint', 'Hong', 'U.S.', 'months', 'Kong', 'crisis', 'cuts']"
138,18-Mar-20,https://www.washingtonpost.com/business/on-small-business/heres-how-much-moneycountries-have-pledged-for-virus-relief/2020/03/17/0383611c-6839-11ea-b199-3a9799c54512_story.html,The Washington Post,3/18/2020,"['Money', 'Countries', 'Virus', 'Relief']","['governments', 'bank', 'Germany', 'businesses', 'loans', 'euros', 'handouts', 'support', 'France', 'cash', 'care', 'measures', 'tax', 'world']"
139,18-Mar-20,https://www.washingtonpost.com/opinions/2020/03/18/biden-wants-woman-his-running-mate-val-demings-could-be-one/,The Washington Post,3/18/2020,"['Biden', 'woman', 'running', 'mate', 'Val', 'Demings']","['Demings', 'Trump', 'president', 'people', 'color', 'Florida', 'Abrams', 'D', 'vice', 'impeachment', 'Biden', 'Sanders', 'hearings', 'House']"
140,18-Mar-20,https://www.washingtonpost.com/business/on-small-business/the-uks-virus-stimulus-is-bold-with-holes/2020/03/18/0fc7edc6-6933-11ea-b199-3a9799c54512_story.html,The Washington Post,3/18/2020,"['Boris', 'Johnson', 'Virus', 'Response']","['U.K.', 'businesses', 'measures', 'relief', 'tax', 'pounds', 'Trump', '%', 'Bank', 'Johnson', 'Sunak', 'pay', 'government', 'debt']"
141,18-Mar-20,https://www.washingtonpost.com/opinions/2020/03/18/give-bernie-sanders-his-due/,The Washington Post,3/18/2020,"['Bernie', 'Sanders']","['Sanders', 'movement', 'campaign', 'people', 'advocate', 'policy', 'ideas', 'answer', 'health', 'college', 'attention', 'question', 'candidate', 'consistency']"
142,18-Mar-20,https://www.washingtonpost.com/business/energy/opec-only-faces-one-choice-in-china-virus-crisis/2020/02/02/20cb6482-4592-11ea-99c7-1dfd4241a2fe_story.html,The Washington Post,3/18/2020,"['Choice', 'China', 'Virus', 'OPEC', 'Crisis']","['oil', 'demand', 'China', 'producers', 'OPEC', 'prices', 'March', '%', 'producer', 'OPEC+', 'group', 'barrels', 'countries', 'fuel']"
143,18-Mar-20,https://www.washingtonpost.com/business/2020/03/18/trump-stock-market-dow/,The Washington Post,3/18/2020,"['Wall', 'Street', 'highs', 'credit', 'Trump', 'lows']","['market', 'Trump', 'Dow', 'points', 'economy', 'President', 'point', 'nation', 'Wednesday', 'credit', 'chief', 'percent', 'control', 'stocks']"
144,19-Mar-20,https://www.washingtonpost.com/opinions/global-opinions/this-is-the-nightmare-scenario-facing-us-hospitals/2020/03/18/37487ed8-6875-11ea-abef-020f086a3fab_story.html,The Washington Post,3/19/2020,"['nightmare', 'scenario', 'U.S.', 'hospitals']","['beds', 'ventilators', 'care', 'United', 'States', 'Trump', 'case', 'Health', 'Johns', 'Hopkins', 'Monday', 'lungs', 'unit', 'hospitals']"
145,19-Mar-20,https://www.washingtonpost.com/business/on-small-business/jpmorgan-set-to-temporarily-close-20percent-of-its-us-bank-branches/2020/03/18/01418578-6956-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['JPMorgan', 'Set', '%', 'U.S.', 'Branches']","['branch', 'branches', 'JPMorgan', 'memo', 'home', 'bankers', 'staff', 'Wexler', 'footprint', 'workers', 'business', 'U.S.', 'hours', 'employees']"
146,19-Mar-20,https://www.washingtonpost.com/politics/ireland-knocks-down-trump-organizations-sea-wall-plan/2020/03/18/5f866720-6942-11ea-b5f1-a5a804158597_story.html,The Washington Post,3/19/2020,"['Ireland', 'Trump', 'Organization', 'sea', 'wall', 'plan']","['Trump', 'wall', 'course', 'Organization', 'dunes', 'sea', 'years', 'beach', 'planning', 'resort', 'waves', 'Doonbeg', 'barrier', 'erosion']"
147,19-Mar-20,https://www.washingtonpost.com/opinions/ordinary-people-and-businesses-should-be-allowed-to-postpone-payments-during-this-crisis/2020/03/18/bf1a5eda-6942-11ea-b313-df458622c2cc_story.html,The Washington Post,3/19/2020,"['people', 'businesses', 'payments', 'crisis']","['mortgage', 'payments', 'forbearance', 'percent', 'FHFA', 'income', 'Freddie', 'Fannie', 'loan', 'households', 'U.S.', 'virus', 'crisis', 'businesses']"
148,19-Mar-20,https://www.washingtonpost.com/business/on-small-business/jpmorgan-set-to-temporarily-close-20percent-of-its-us-branches/2020/03/18/01418578-6956-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['JPMorgan', 'Set', '%', 'U.S.', 'Branches']","['branch', 'branches', 'JPMorgan', 'memo', 'home', 'bankers', 'staff', 'Wexler', 'footprint', 'workers', 'business', 'U.S.', 'hours', 'employees']"
149,19-Mar-20,https://www.washingtonpost.com/business/dollar-funding-is-freezing-up-and-the-fed-knows-it/2020/03/17/2da6abb0-68c1-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['Dollar', 'Funding', 'Fed']","['dollar', 'banks', 'swap', 'Fed', 'funding', 'market', 'currency', 'basis', 'Tuesday', 'lot', 'dollars', 'bank', 'squeeze', 'markets']"
150,19-Mar-20,https://www.washingtonpost.com/business/how-currency-derivatives-show-dollar-funding-stress/2020/03/18/258251ce-68ed-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['Currency', 'Derivatives', 'Dollar', 'Stress']","['dollar', 'basis', 'interest', 'rate', 'yen', 'dollars', 'investors', 'U.S.', 'swap', 'exchange', 'investor', 'banks', 'swaps', 'market']"
151,19-Mar-20,https://www.washingtonpost.com/business/chinas-internet-stocks-cant-hide-from-this-virus/2020/03/19/b775ed4e-69a0-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['China', 'Internet', 'Stocks', 'Virus']","['China', 'internet', 'companies', 'business', 'revenue', 'Inc.', 'Tencent', 'investors', 'Baidu', 'example', 'Sina', '%', 'Ltd.', 'time']"
152,19-Mar-20,https://www.washingtonpost.com/opinions/2020/03/19/this-is-how-trump-escapes/,The Washington Post,3/19/2020,['escapes'],"['Trump', 'term', 'president', 'credit', 'Hoover', 'Pence', 'Roosevelt', 'election', 'failure', 'presidency', 'narcissist', 'markets', 'crisis', 'time']"
153,19-Mar-20,https://www.washingtonpost.com/business/on-small-business/us-banks-to-get-community-lending-credit-for-virus-aid-efforts/2020/03/19/21508f02-6a01-11ea-b199-3a9799c54512_story.html,The Washington Post,3/19/2020,"['Lending', 'Credit', 'Community', 'Virus', 'Aid', 'Banks', 'U.S.']","['credit', 'banks', 'lending', 'Federal', 'CRA', 'emergency', 'community', 'agencies', 'regulators', 'Rico', 'Puerto', 'Act', 'Deposit', 'coronavirus']"
154,20-Mar-20,https://www.washingtonpost.com/entertainment/theater_dance/the-virus-has-arts-groups-hanging-by-a-thread-michael-m-kaiser-has-ideas-about-saving-them/2020/03/19/f7985b76-69e8-11ea-b313-df458622c2cc_story.html,The Washington Post,3/20/2020,"['virus', 'arts', 'groups', 'thread', 'Michael', 'M.', 'Kaiser']","['Kaiser', 'arts', 'organizations', 'groups', 'Egan', 'companies', 'Institute', 'months', 'organization', 'capital', 'interview', 'company', 'Zakreski', 'costs']"
155,20-Mar-20,https://www.washingtonpost.com/world/europe/car-manufacturers-ventilators/2020/03/19/2d1c9c22-6920-11ea-b199-3a9799c54512_story.html,The Washington Post,3/20/2020,"['Jaguar', 'Royce', 'ventilators', 'Rolls', 'wartime', 'U.K.', 'effort']","['ventilators', 'government', 'machines', 'manufacturers', 'ventilator', 'company', 'devices', 'days', 'day', 'Royce', 'life', 'patients', 'Rolls', 'equipment']"
156,20-Mar-20,https://www.washingtonpost.com/politics/sen-kirsten-gillibrand-a-former-2020-foe-backs-joe-biden-for-president/2020/03/19/b84a1d1a-6a10-11ea-9923-57073adce27c_story.html,The Washington Post,3/20/2020,"['foe', 'Gillibrand', 'Joe', 'Kirsten', 'Biden', 'Sen.', 'president']","['Biden', 'Gillibrand', 'care', 'Thursday', 'people', 'families', 'debate', 'D', 'Congress', 'Sen.', 'campaign', 'op', 'Senate', 'work']"
157,20-Mar-20,https://www.washingtonpost.com/business/why-april-15-isnt-so-taxing-for-americans-this-year/2020/03/20/f788d878-6ac3-11ea-b199-3a9799c54512_story.html,The Washington Post,3/20/2020,"['U.S.', 'Tax', 'Season']","['refund', 'tax', 'people', 'IRS', 'taxpayers', 'list', 'April', 'filing', 'individuals', 'businesses', 'payment', 'returns', 'month', 'extension']"
158,20-Mar-20,https://www.washingtonpost.com/news/politics/wp/2020/03/20/sen-richard-burr-r-n-c-says-he-has-asked-senate-ethics-committee-for-review-of-his-stock-sales/,The Washington Post,3/20/2020,"['Ethics', 'uproar', 'Committee', 'sales', 'review', 'stock', 'Senate']","['Burr', 'Senate', 'Loeffler', 'stocks', 'stock', 'coronavirus', 'sales', 'Committee', 'information', 'R', 'Ethics', 'briefings', 'Friday', 'outbreak']"
159,20-Mar-20,https://www.washingtonpost.com/business/on-small-business/compass-says-real-estate-agents-need-government-crisis-funding/2020/03/19/d10b81ac-6a08-11ea-b199-3a9799c54512_story.html,The Washington Post,3/20/2020,"['Agents', 'Government', 'Crisis', 'Estate', 'Compass', 'Funding']","['Reffkin', 'rescue', 'industry', 'businesses', 'estate', 'Compass', 'industries', 'U.S.', 'distancing', 'center', 'prevent', 'Minority', 'owners', 'agents']"
160,20-Mar-20,https://www.washingtonpost.com/weather/2020/03/20/spring-temperature-outlook/,The Washington Post,3/20/2020,"['spring', 'U.S.', 'NOAA']","['temperatures', 'Weather', 'spring', 'outlook', 'weather', 'vortex', 'AccuWeather', 'Company', 'nation', 'United', 'virus', 'West', 'States', 'ocean']"
161,21-Mar-20,https://www.washingtonpost.com/local/a-bind-for-area-governments-virus-shrinks-their-budgets-just-as-public-need-soars/2020/03/20/950d6334-69de-11ea-9923-57073adce27c_story.html,The Washington Post,3/21/2020,"['Virus', 'governments', 'budgets', 'area', 'need', 'bind', 'soars']","['governments', 'government', 'director', 'Washington', 'District', 'revenue', 'state', 'Maryland', 'region', 'tax', 'Virginia', 'spending', 'reserves', 'S.']"
162,21-Mar-20,https://www.washingtonpost.com/politics/mail-voting-could-secure-the-november-election-but-can-election-officials-make-it-happen-in-time/2020/03/20/9fedc2ea-69f1-11ea-b313-df458622c2cc_story.html,The Washington Post,3/21/2020,"['Mail', 'voting', 'November', 'election', 'officials', 'time']","['mail', 'voting', 'state', 'voters', 'election', 'states', 'elections', 'officials', 'person', 'ballots', 'ballot', 'absentee', 'people', 'D']"
163,21-Mar-20,https://www.washingtonpost.com/politics/proposal-to-send-checks-to-americans-reignites-calls-for-universal-income/2020/03/20/887822e2-6ab7-11ea-8012-fdc44a41cb4f_story.html,The Washington Post,3/21/2020,"['checks', 'Americans', 'calls', 'Proposal', 'income']","['emergency', 'income', 'cash', 'program', 'economy', 'Americans', 'effects', 'families', 'job', 'pandemic', 'Stockton', 'D', 'R', 'Romney']"
164,21-Mar-20,https://www.washingtonpost.com/politics/mike-bloomberg-transfers-his-campaign-assets-to-democratic-party-to-fight-president-trump-in-swing-states/2020/03/20/43c62d60-6927-11ea-b313-df458622c2cc_story.html,The Washington Post,3/21/2020,"['Democratic', 'Party', 'assets', 'President', 'campaign', 'Trump', 'Bloomberg']","['campaign', 'Bloomberg', 'party', 'candidates', 'finance', 'money', 'states', 'Democratic', 'nominee', 'Party', 'election', 'organizers', 'email', 'year']"
165,21-Mar-20,https://www.washingtonpost.com/business/what-to-know-about-the-2020-us-tax-season/2020/03/20/f788d878-6ac3-11ea-b199-3a9799c54512_story.html,The Washington Post,3/21/2020,"['U.S.', 'Tax', 'Season']","['refund', 'tax', 'people', 'IRS', 'taxpayers', 'list', 'April', 'filing', 'individuals', 'businesses', 'payment', 'returns', 'month', 'extension']"
166,21-Mar-20,https://www.washingtonpost.com/opinions/global-opinions/we-face-a-wartime-supply-shortage-where-is-trumps-wartime-response/2020/03/20/a885eba6-6acf-11ea-9923-57073adce27c_story.html,The Washington Post,3/21/2020,"['supply', 'shortage', 'Trump', 'response']","['masks', 'shortages', 'supply', 'doctors', 'government', 'problem', 'health', 'testing', 'week', 'Trump', 'care', 'reagents', 'supplies', 'production']"
167,21-Mar-20,https://www.washingtonpost.com/opinions/montgomery-county-officials-cant-afford-to-dither-as-the-pandemic-worsens/2020/03/20/b2f72346-6923-11ea-b199-3a9799c54512_story.html,The Washington Post,3/21/2020,"['officials', 'excuses', 'budget', 'County', 'Montgomery', 'ring']","['council', 'Montgomery', 'tax', 'members', 'budget', 'Council', 'needs', 'District', 'D', 'Hucker', 'Tom', 'lawmakers', 'response', 'Elrich']"
168,21-Mar-20,https://www.washingtonpost.com/business/on-small-business/fintechs-seek-us-government-funds-to-help-make-business-loans/2020/03/20/b562b144-6af0-11ea-b199-3a9799c54512_story.html,The Washington Post,3/21/2020,"['Government', 'U.S.', 'Funds', 'Seek', 'Business', 'Fintechs', 'Loans']","['Inc.', 'firms', 'businesses', 'loans', 'group', 'PayPal', 'business', 'fintech', 'days', 'Congress', 'loan', 'SBA', 'Stewart', 'weeks']"
169,21-Mar-20,https://www.washingtonpost.com/business/stocks-plunge-to-three-year-low-amid-broadening-virus-shutdowns/2020/03/20/52d5a556-6986-11ea-b313-df458622c2cc_story.html,The Washington Post,3/21/2020,"['Stocks', 'year', 'low', 'virus', 'shutdowns']","['percent', 'New', 'government', 'bills', 'measures', 'year', 'notes', 'week', 'S&P', 'Index', 'Friday', 'home', 'investors', 'people']"
170,21-Mar-20,https://www.washingtonpost.com/business/on-small-business/mnuchin-schumer-pushing-gop-to-expand-stimulus-in-hill-talks/2020/03/20/25a1b350-6b10-11ea-b199-3a9799c54512_story.html,The Washington Post,3/21/2020,"['Plan', 'Senate', 'Talks', 'Stimulus', 'Virus', 'Weekend']","['Schumer', 'Friday', 'House', 'Trump', 'Democrats', 'Senate', 'loans', 'bill', 'GOP', 'U.S.', 'Ueland', 'economy', 'Mnuchin', 'Congress']"
171,21-Mar-20,https://www.washingtonpost.com/world/asia_pacific/for-want-of-widgets-exporters-hit-by-china-factory-shutdown-race-to-shore-up-supplies/2020/02/06/f13f7602-47f0-11ea-91ab-ce439aa5c7c1_story.html,The Washington Post,3/21/2020,"['virus', 'shutdown', 'race', 'China', 'Exporters', 'supplies']","['China', 'Vietnam', 'province', 'employees', 'Wood', 'factories', 'production', 'Kaiser', 'lot', 'outbreak', 'people', 'workers', 'companies', 'holiday']"
172,21-Mar-20,https://www.washingtonpost.com/politics/2020/03/21/2020-presidential-candidates-campaign-spending-february/,The Washington Post,3/21/2020,"['takeaways', 'candidates', 'money', 'February']","['campaign', 'money', 'month', 'fundraising', 'dollar', 'February', 'donors', 'Warren', 'PAC', 'Biden', 'Sanders', 'Bloomberg', 'Democratic', 'Sen.']"
173,21-Mar-20,https://www.washingtonpost.com/opinions/heres-an-economic-aid-plan-better-than-mitch-mcconnells/2020/03/20/3abea2d8-6ac1-11ea-9923-57073adce27c_story.html,The Washington Post,3/21/2020,"['aid', 'plan', 'Mitch', 'McConnell']","['credit', 'sector', 'interest', 'cash', 'relief', 'crisis', 'end', 'companies', 'U.S.', 'economy', 'Recession', 'aid', 'factories', 'shops']"
174,21-Mar-20,https://www.washingtonpost.com/opinions/global-opinions/in-a-pandemic-we-must-still-have-room-to-breathe/2020/03/20/6821276c-6ae1-11ea-abef-020f086a3fab_story.html,The Washington Post,3/21/2020,"['lockdown', 'U.S.', 'moment']","['people', 'health', 'distancing', 'Newsom', 'leaders', 'York', 'New', 'state', 'place', 'hospitals', 'California', 'Mr.', 'banks', 'virus']"
175,22-Mar-20,https://www.washingtonpost.com/business/on-small-business/mnuchin-sees-emergency-aid-package-on-track-for-monday-passage/2020/03/22/76587084-6c43-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/22/2020,"['Package', 'Emergency', 'Track', 'Sees', 'Monday', 'Mnuchin', 'Passage']","['U.S.', 'Mnuchin', 'businesses', 'package', 'economy', '%', 'Trump', 'aid', 'emergency', 'Bank', 'week', 'program', 'Americans', 'workers']"
176,22-Mar-20,https://www.washingtonpost.com/opinions/why-transit-must-survive-the-virus/2020/03/22/2f4ecc62-6af7-11ea-9923-57073adce27c_story.html,The Washington Post,3/22/2020,"['transit', 'virus']","['Metro', 'transit', 'systems', 'passengers', 'Washington', 'people', 'system', 'services', 'virus', 'jobs', 'cities', 'center', 'network', 'control']"
177,23-Mar-20,https://www.washingtonpost.com/business/on-small-business/trump-says-us-bailouts-may-require-equity-stakes-buyback-bans/2020/03/19/d3fee59a-6a01-11ea-b199-3a9799c54512_story.html,The Washington Post,3/23/2020,"['Require', 'Equity', 'Bailouts', 'Stakes', 'Buyback', 'U.S.', 'Trump']","['Trump', 'companies', 'buybacks', 'Congress', 'stock', 'stimulus', 'cases', 'cruise', 'ship', 'bonuses', '“We', 'White', 'equity', 'course']"
178,23-Mar-20,https://www.washingtonpost.com/opinions/the-stimulus-should-focus-on-americans-who-need-the-most-help/2020/03/22/04001e66-6c74-11ea-aa80-c2470c6b2034_story.html,The Washington Post,3/23/2020,"['stimulus', 'Americans', 'help']","['Senate', 'crisis', 'Sunday', 'bill', 'Congress', 'emergency', 'stimulus', 'nation', 'system', 'money', 'Center', 'administration', 'effort', 'D']"
179,23-Mar-20,https://www.washingtonpost.com/business/2020/03/23/retiree-investment-stock-market/,The Washington Post,3/23/2020,"['market', 'crash', 'sting', 'stock', 'retirees', 'RMDs']","['retirement', 'market', 'RMD', 'RMDs', 'seniors', 'year', 'time', 'stock', 'retirees', 'head', 'home', 'tax', 'distributions', 'accounts']"
180,23-Mar-20,https://www.washingtonpost.com/business/energy/how-the-brussels-effect-helps-the-eu-rule-the-world/2020/03/21/97c494ea-6b31-11ea-b199-3a9799c54512_story.html,The Washington Post,3/23/2020,"['Brussels', 'Effect', 'EU', 'World']","['EU', 'companies', 'rules', 'Europe', 'world', 'Brussels', 'markets', 'regulation', 'U.K.', 'Effect', 'European', 'countries', 'standards', 'business']"
181,23-Mar-20,https://www.washingtonpost.com/business/on-small-business/fed-unveils-unlimited-qe-program-and-aid-for-companies-states/2020/03/23/13c9cdba-6d00-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/23/2020,"['Fed', 'Measures', 'Economy']","['Fed', 'U.S.', 'bank', 'Facility', '%', 'facilities', 'investors', 'Treasury', 'economy', 'securities', 'emergency', 'market', 'moves', 'Monday']"
182,23-Mar-20,https://www.washingtonpost.com/business/on-small-business/fed-unveils-unlimited-qe-and-aid-for-businesses-states/2020/03/23/13c9cdba-6d00-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/23/2020,"['Fed', 'Measures', 'Economy']","['Fed', 'U.S.', 'bank', 'Facility', '%', 'facilities', 'investors', 'Treasury', 'economy', 'securities', 'emergency', 'market', 'moves', 'Monday']"
183,24-Mar-20,https://www.washingtonpost.com/opinions/trump-as-usual-is-just-making-things-worse/2020/03/23/8bb6e920-6d32-11ea-a3ec-70d7479d83f0_story.html,The Washington Post,3/24/2020,"['Trump', 'things']","['Trump', 'millions', 'leadership', 'president', 'bailout', 'health', 'M.', 'workers', 'day', 'nation', 'House', 'jobs', 'Roosevelt', 'package']"
184,24-Mar-20,https://www.washingtonpost.com/national-security/state-department-says-13500-americans-stranded-abroad-have-asked-for-help/2020/03/23/94dc05a6-6d2f-11ea-96a0-df4c5d9284af_story.html,The Washington Post,3/24/2020,"['State', 'Department', 'Americans', 'help']","['Department', 'Americans', 'flights', 'State', 'countries', 'employees', 'official', 'United', 'people', 'diplomats', 'time', 'States', 'U.S.', 'travel']"
185,24-Mar-20,https://www.washingtonpost.com/politics/courts_law/ruling-virtually-supreme-court-decides-cases-on-capital-punishment-discrimination-and-copyright/2020/03/23/5fc076ca-6d18-11ea-b148-e4ce3fbd85b5_story.html,The Washington Post,3/24/2020,"['insanity', 'cases', 'defense', 'Court', 'discrimination', 'Supreme', 'copyright']","['court', 'Allen', 'Comcast', 'Kagan', 'defendant', 'law', 'Kansas', 'case', 'cases', 'illness', 'justices', 'defense', 'Kahler', 'state']"
186,24-Mar-20,https://www.washingtonpost.com/business/on-small-business/fed-goes-all-in-china-dollar-bonds-germany-italy-help-eco-day/2020/03/23/144213f6-6d5f-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/24/2020,"['Germany', 'Bonds', 'Italy', 'Dollar', 'Help', 'China', 'Eco']","['measures', 'recession', 'dollar', 'Fed', 'Economics', 'economy', 'states', 'way', 'recovery', 'Bloomberg', 'officials', 'emergency', 'U.S.', 'cash']"
187,24-Mar-20,https://www.washingtonpost.com/business/a-doyen-of-globalization-makes-its-final-retreat/2020/03/23/53a295da-6d5e-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/24/2020,"['Doyen', 'Globalization', 'Retreat']","['Fung', 'company', 'Li', 'China', '%', 'Inc.', 'retailers', 'business', 'premium', 'Asia', 'world', 'markets', 'GLP', 'Ltd.']"
188,24-Mar-20,https://www.washingtonpost.com/local/covid-19-has-forced-local-families-funeral-directors-to-rethink-final-goodbyes/2020/03/23/4792e6a4-6c60-11ea-a3ec-70d7479d83f0_story.html,The Washington Post,3/24/2020,"['families', 'funeral', 'directors', 'Covid-19', 'goodbyes']","['funeral', 'family', 'people', 'service', 'Donovan', 'mourners', 'Morris', 'Katz', 'church', 'Graham', 'friends', 'District', 'funerals', 'Maryland']"
189,24-Mar-20,https://www.washingtonpost.com/health/dialysis-patients-are-at-high-risk-during-covid-19-outbreak/2020/03/24/6e69f908-6aa7-11ea-b313-df458622c2cc_story.html,The Washington Post,3/24/2020,"['patients', 'risk', 'covid-19', 'Dialysis', 'outbreak']","['dialysis', 'patients', 'centers', 'care', 'disease', 'facilities', 'Fresenius', 'hospital', 'center', 'masks', 'kidney', 'covid-19', 'health', 'preparedness']"
190,24-Mar-20,https://www.washingtonpost.com/business/on-small-business/mnuchin-may-get-100-million-for-investment-bank-help-in-crisis/2020/03/24/8e0eeb6c-6ded-11ea-a156-0048b62cdb51_story.html,The Washington Post,3/24/2020,"['Investment', 'Bank', 'Help', 'Mnuchin', 'Crisis']","['companies', 'banks', 'Treasury', 'legislation', 'airlines', 'bill', 'firms', 'Mnuchin', 'programs', 'loans', 'staff', 'Senate', 'virus', 'Street']"
191,24-Mar-20,https://www.washingtonpost.com/education/2020/03/24/senators-urge-trump-administration-protect-student-data-rush-online-schooling/,The Washington Post,3/24/2020,"['student', 'administration', 'data', 'Trump', 'rush', 'Senators', 'schooling']","['children', 'privacy', 'students', 'data', 'senators', 'Richard', 'schools', 'J.', 'use', 'Education', 'FTC', 'Privacy', 'security', 'Federal']"
192,25-Mar-20,https://www.washingtonpost.com/opinions/i-probably-have-a-mild-to-moderate-case-of-covid-19-i-dont-think-i-could-survive-worse/2020/03/24/740b4d10-6de2-11ea-a3ec-70d7479d83f0_story.html,The Washington Post,3/25/2020,"['case', 'covid-19']","['fever', 'day', 'testing', 'disease', 'week', 'Mario', 'variety', 'covid-19', 'cases', 'days', 'half', 'symptoms', 'mud', 'garden']"
193,25-Mar-20,https://www.washingtonpost.com/local/education/virginia-tells-schools-that-seniors-should-graduate-on-time-with-help-from-relaxed-rules/2020/03/24/5128eea4-6df3-11ea-b148-e4ce3fbd85b5_story.html,The Washington Post,3/25/2020,"['seniors', 'time', 'help', 'schools', 'Virginia', 'rules']","['students', 'Lane', 'state', 'time', 'school', 'year', 'requirements', 'officials', 'instruction', 'schools', 'families', 'access', 'seniors', 'variety']"
194,25-Mar-20,https://www.washingtonpost.com/opinions/back-at-the-trough-a-misleading-attack-on-corporate-profiteers/2020/03/24/33bcf122-6be0-11ea-b199-3a9799c54512_story.html,The Washington Post,3/25/2020,"['trough', 'attack', 'profiteers']","['tax', 'corporations', 'cuts', 'Scarborough', 'Sanders', 'workers', 'Trump', 'bailouts', 'manufacturers', 'crisis', 'ed', 'insurance', 'recession', 'windfalls']"
